Year Payment Due Date,Month Description Payment Due Date,Supplier,Order Number,Branch Plant,Order Co,Supplier Number,Or Ty,Line Number,Supplier SO ,2nd Item Number,Concatenation Description ,Order Quantity,Quantity Open,Prev Qty Vouchered,Unit Cost,Extended Cost,Amount Open,Amount Received,Last Stat,Next Stat,Order Date,Promised Delivery Date,Receipt Date,Pymt Terms,Payment Terms,Payment Due Date
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,2.000,,16-219-21-24-20,TIRE - SCHWALBE RACING RAY EVO - SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,3.000,,16-229-21-24-20,TIRE - SCHWALBE RACING RALPH E - VO SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,4.000,,16-239-21-24-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.35,280,280,0,12.0000,"3,360.00","3,360.00",0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,5.000,,16-239-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.6,380,380,0,12.0000,"4,560.00","4,560.00",0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,6.000,,16-249-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 29 X 2.6,160,160,0,12.0000,"1,920.00","1,920.00",0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,7.000,,16-259-21-26-20,TIRE - SCHWALBE MAGIC MARY EVO - SUPER TRAIL - 29 X 2.6,60,60,0,12.0000,720.00,720.00,0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,March,SCHWALBE - FERNDALE,96838,         522,00502,129576,OP,8.000,,16-269-21-45-20,TIRE - SCHWALBE G-ONE ALLROUND - EVO SUPER TERRAIN - 700 X 45,340,340,0,16.5200,"5,616.80","5,616.80",0.00,280,300,8/26/2021,3/2/2022,,062,CASH IN ADVANCE,3/2/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,1.000,,16-034-21-40-20,TIRE - SCHWALBE G-ONE - ALLROU - ND PERF RACEGUARD,160,160,0,11.7300,"1,876.80","1,876.80",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,4.000,,16-269-21-45-20,TIRE - SCHWALBE G-ONE ALLROUND - EVO SUPER TERRAIN - 700 X 45,340,340,0,16.5200,"5,616.80","5,616.80",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,5.000,,16-259-21-26-20,TIRE - SCHWALBE MAGIC MARY EVO - SUPER TRAIL - 29 X 2.6,60,60,0,12.0000,720.00,720.00,0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,6.000,,16-249-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 29 X 2.6,160,160,0,12.0000,"1,920.00","1,920.00",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,7.000,,16-239-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.6,380,380,0,12.0000,"4,560.00","4,560.00",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,8.000,,16-239-21-24-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.35,280,280,0,12.0000,"3,360.00","3,360.00",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,9.000,,16-229-21-24-20,TIRE - SCHWALBE RACING RALPH E - VO SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,April,SCHWALBE - FERNDALE,96839,         522,00502,129576,OP,10.000,,16-219-21-24-20,TIRE - SCHWALBE RACING RAY EVO - SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,4/6/2022,,062,CASH IN ADVANCE,4/6/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,1.000,,16-034-21-40-20,TIRE - SCHWALBE G-ONE - ALLROU - ND PERF RACEGUARD,160,160,0,11.7300,"1,876.80","1,876.80",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,2.000,,16-219-21-24-20,TIRE - SCHWALBE RACING RAY EVO - SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,3.000,,16-229-21-24-20,TIRE - SCHWALBE RACING RALPH E - VO SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,4.000,,16-239-21-24-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.35,280,280,0,12.0000,"3,360.00","3,360.00",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,5.000,,16-239-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.6,380,380,0,12.0000,"4,560.00","4,560.00",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,6.000,,16-249-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 29 X 2.6,160,160,0,12.0000,"1,920.00","1,920.00",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,7.000,,16-259-21-26-20,TIRE - SCHWALBE MAGIC MARY EVO - SUPER TRAIL - 29 X 2.6,60,60,0,12.0000,720.00,720.00,0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,May,SCHWALBE - FERNDALE,96840,         522,00502,129576,OP,8.000,,16-269-21-45-20,TIRE - SCHWALBE G-ONE ALLROUND - EVO SUPER TERRAIN - 700 X 45,340,340,0,16.5200,"5,616.80","5,616.80",0.00,280,300,8/26/2021,5/4/2022,,062,CASH IN ADVANCE,5/4/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,1.000,,16-034-21-40-20,TIRE - SCHWALBE G-ONE - ALLROU - ND PERF RACEGUARD,160,160,0,11.7300,"1,876.80","1,876.80",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,2.000,,16-219-21-24-20,TIRE - SCHWALBE RACING RAY EVO - SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,3.000,,16-229-21-24-20,TIRE - SCHWALBE RACING RALPH E - VO SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,4.000,,16-239-21-24-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.35,280,280,0,12.0000,"3,360.00","3,360.00",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,5.000,,16-239-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.6,380,380,0,12.0000,"4,560.00","4,560.00",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,6.000,,16-249-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 29 X 2.6,160,160,0,12.0000,"1,920.00","1,920.00",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,7.000,,16-259-21-26-20,TIRE - SCHWALBE MAGIC MARY EVO - SUPER TRAIL - 29 X 2.6,60,60,0,12.0000,720.00,720.00,0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,8.000,,16-269-21-45-20,TIRE - SCHWALBE G-ONE ALLROUND - EVO SUPER TERRAIN - 700 X 45,340,340,0,16.5200,"5,616.80","5,616.80",0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,1.000,,16-034-21-40-20,TIRE - SCHWALBE G-ONE - ALLROU - ND PERF RACEGUARD,160,160,0,11.7300,"1,876.80","1,876.80",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,4.000,,16-269-21-45-20,TIRE - SCHWALBE G-ONE ALLROUND - EVO SUPER TERRAIN - 700 X 45,340,340,0,16.5200,"5,616.80","5,616.80",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,5.000,,16-259-21-26-20,TIRE - SCHWALBE MAGIC MARY EVO - SUPER TRAIL - 29 X 2.6,60,60,0,12.0000,720.00,720.00,0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,6.000,,16-249-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 29 X 2.6,160,160,0,12.0000,"1,920.00","1,920.00",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,7.000,,16-239-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.6,380,380,0,12.0000,"4,560.00","4,560.00",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,8.000,,16-239-21-24-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.35,280,280,0,12.0000,"3,360.00","3,360.00",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,9.000,,16-229-21-24-20,TIRE - SCHWALBE RACING RALPH E - VO SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,July,SCHWALBE - FERNDALE,96842,         522,00502,129576,OP,10.000,,16-219-21-24-20,TIRE - SCHWALBE RACING RAY EVO - SUPER TERRAIN - 29 X 2.35,120,120,0,12.0000,"1,440.00","1,440.00",0.00,280,300,8/26/2021,7/7/2022,,062,CASH IN ADVANCE,7/7/2022
2022,June,SCHWALBE - FERNDALE,96841,         522,00502,129576,OP,9.000,,16-247-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 27.5 X 2.6,20,20,0,12.0000,240.00,240.00,0.00,280,300,8/26/2021,6/1/2022,,062,CASH IN ADVANCE,6/1/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,1.000,,19-401-22-50-20,MJ NINER ALLOY STEM - 50 MM - - 31.8 MM - BLACK,40,40,0,5.2759,211.04,211.04,0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,2.000,,19-401-22-60-20,MJ NINER ALLOY STEM - 60 MM - - 31.8 MM - BLACK,100,100,0,5.2759,527.59,527.59,0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,3.000,,19-401-22-70-20,MJ NINER ALLOY STEM - 70 MM - - 31.8 MM - BLACK,60,60,0,5.2759,316.55,316.55,0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,4.000,,19-401-22-80-20,MJ NINER ALLOY STEM - 80 MM - - 31.8 MM - BLACK,500,500,0,5.2759,"2,637.95","2,637.95",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,5.000,,19-401-22-90-20,MJ NINER ALLOY STEM - 90 MM - - 31.8 MM - BLACK,500,500,0,5.2759,"2,637.95","2,637.95",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,6.000,,19-401-22-10-20,MJ NINER ALLOY STEM - 100 MM - - 31.8 MM - BLACK,120,120,0,5.2759,633.11,633.11,0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,7.000,,19-402-22-50-20,MJ NINER RDO STEM - 50 MM - 31 - .8 MM - BLACK,40,40,0,11.5517,462.07,462.07,0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,8.000,,19-402-22-60-20,MJ NINER RDO STEM - 60 MM - 31 - .8 MM - BLACK,100,100,0,11.5517,"1,155.17","1,155.17",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,9.000,,19-402-22-70-20,MJ NINER RDO STEM - 70 MM - 31 - .8 MM - BLACK,60,60,0,11.5517,693.10,693.10,0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,10.000,,19-402-22-80-20,MJ NINER RDO STEM - 80 MM - 31 - .8 MM - BLACK,300,300,0,11.5517,"3,465.51","3,465.51",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,11.000,,19-402-22-90-20,MJ NINER RDO STEM - 90 MM - 31 - .8 MM - BLACK,500,500,0,11.5517,"5,775.85","5,775.85",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,12.000,,19-402-22-10-20,MJ NINER RDO STEM - 100 MM - 3 - 1.8 MM - BLACK,100,100,0,11.5517,"1,155.17","1,155.17",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,13.000,,18-403-22-31-20,MJ NINER ALLOY BAR - 780 MM - - 31.8 MM - BLACK,400,400,0,10.5172,"4,206.88","4,206.88",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,14.000,,24-404-22-27-20,MJ NINER ALLOY POST - 27.2 MM - - 400 MM - BLACK,600,600,0,6.8966,"4,137.96","4,137.96",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,February,"MJ CYCLE INTERNATIONAL CO., LTD.",97097,         522,00502,146147,OP,15.000,,24-404-22-30-20,MJ NINER ALLOY POST - 30.9 MM - - 400 MM - BLACK,800,800,0,6.8966,"5,517.28","5,517.28",0.00,281,300,9/9/2021,1/5/2022,,003,NET 30 DAYS,2/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,2.000,,19-401-22-60-20,MJ NINER ALLOY STEM - 60 MM - - 31.8 MM - BLACK,40,40,0,5.2759,211.04,211.04,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,4.000,,19-402-22-60-20,MJ NINER RDO STEM - 60 MM - 31 - .8 MM - BLACK,40,40,0,11.5517,462.07,462.07,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,5.000,,19-401-22-70-20,MJ NINER ALLOY STEM - 70 MM - - 31.8 MM - BLACK,40,40,0,5.2759,211.04,211.04,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,6.000,,19-401-22-80-20,MJ NINER ALLOY STEM - 80 MM - - 31.8 MM - BLACK,180,180,0,5.2759,949.66,949.66,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,7.000,,19-401-22-90-20,MJ NINER ALLOY STEM - 90 MM - - 31.8 MM - BLACK,200,200,0,5.2759,"1,055.18","1,055.18",0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,8.000,,19-401-22-10-20,MJ NINER ALLOY STEM - 100 MM - - 31.8 MM - BLACK,80,80,0,5.2759,422.07,422.07,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,9.000,,19-402-22-70-20,MJ NINER RDO STEM - 70 MM - 31 - .8 MM - BLACK,40,40,0,11.5517,462.07,462.07,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,10.000,,19-402-22-80-20,MJ NINER RDO STEM - 80 MM - 31 - .8 MM - BLACK,120,120,0,11.5517,"1,386.20","1,386.20",0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,11.000,,19-402-22-90-20,MJ NINER RDO STEM - 90 MM - 31 - .8 MM - BLACK,200,200,0,11.5517,"2,310.34","2,310.34",0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,12.000,,19-402-22-10-20,MJ NINER RDO STEM - 100 MM - 3 - 1.8 MM - BLACK,60,60,0,11.5517,693.10,693.10,0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,13.000,,18-403-22-31-20,MJ NINER ALLOY BAR - 780 MM - - 31.8 MM - BLACK,300,300,0,10.5172,"3,155.16","3,155.16",0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,14.000,,24-404-22-27-20,MJ NINER ALLOY POST - 27.2 MM - - 400 MM - BLACK,400,400,0,6.8966,"2,758.64","2,758.64",0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2022,March,"MJ CYCLE INTERNATIONAL CO., LTD.",97098,         522,00502,146147,OP,15.000,,24-404-22-30-20,MJ NINER ALLOY POST - 30.9 MM - - 400 MM - BLACK,500,500,0,6.8966,"3,448.30","3,448.30",0.00,281,300,9/9/2021,2/2/2022,,003,NET 30 DAYS,3/4/2022
2021,September,VELO (OVERSEAS TECHNOLOGY LIMITED),97099,         522,00502,130000,OP,1.000,44352,23-113-18-00-20,SADDLE - NINER 2018 TI RAIL - - BLACK,220,220,0,14.7000,"3,234.00","3,234.00",0.00,280,300,9/9/2021,9/9/2021,,,DUE UPON RECEIPT (DEFAULT),9/9/2021
2022,June,VELO (OVERSEAS TECHNOLOGY LIMITED),97099,         522,00502,130000,OP,2.000,0,23-114-18-00-20,SADDLE - NINER 2018 CRMO RAIL - - BLACK,400,400,0,11.7000,"4,680.00","4,680.00",0.00,280,300,9/9/2021,6/1/2022,,,DUE UPON RECEIPT (DEFAULT),6/1/2022
2022,June,VELO (OVERSEAS TECHNOLOGY LIMITED),97099,         522,00502,130000,OP,3.000,0,23-115-18-00-20,SADDLE - NINER TRAIL 2018 TI R - AIL - BLACK,220,220,0,12.0000,"2,640.00","2,640.00",0.00,280,300,9/9/2021,6/1/2022,,,DUE UPON RECEIPT (DEFAULT),6/1/2022
2022,June,VELO (OVERSEAS TECHNOLOGY LIMITED),97099,         522,00502,130000,OP,4.000,44352,23-116-18-00-20,SADDLE - NINER TRAIL 2018 CRMO - RAIL - BLACK,500,500,0,9.0000,"4,500.00","4,500.00",0.00,280,300,9/9/2021,6/1/2022,,,DUE UPON RECEIPT (DEFAULT),6/1/2022
2022,July,VELO (OVERSEAS TECHNOLOGY LIMITED),97100,         522,00502,130000,OP,1.000,44352,23-113-18-00-20,SADDLE - NINER 2018 TI RAIL - - BLACK,220,220,0,14.7000,"3,234.00","3,234.00",0.00,281,300,9/9/2021,7/7/2022,,,DUE UPON RECEIPT (DEFAULT),7/7/2022
2022,July,VELO (OVERSEAS TECHNOLOGY LIMITED),97100,         522,00502,130000,OP,2.000,44352,23-114-18-00-20,SADDLE - NINER 2018 CRMO RAIL - - BLACK,400,400,0,11.7000,"4,680.00","4,680.00",0.00,281,300,9/9/2021,7/7/2022,,,DUE UPON RECEIPT (DEFAULT),7/7/2022
2022,July,VELO (OVERSEAS TECHNOLOGY LIMITED),97100,         522,00502,130000,OP,3.000,44352,23-115-18-00-20,SADDLE - NINER TRAIL 2018 TI R - AIL - BLACK,220,220,0,12.0000,"2,640.00","2,640.00",0.00,281,300,9/9/2021,7/7/2022,,,DUE UPON RECEIPT (DEFAULT),7/7/2022
2022,July,VELO (OVERSEAS TECHNOLOGY LIMITED),97100,         522,00502,130000,OP,4.000,44352,23-116-18-00-20,SADDLE - NINER TRAIL 2018 CRMO - RAIL - BLACK,500,500,0,9.0000,"4,500.00","4,500.00",0.00,281,300,9/9/2021,7/7/2022,,,DUE UPON RECEIPT (DEFAULT),7/7/2022
2021,December,VELO (OVERSEAS TECHNOLOGY LIMITED),97101,         522,00502,130000,OP,1.000,,20-303-21-00-20,Grip - Niner Lock On w/ Plasti - c Clamp - Soft Compound - Blac,1000,1000,0,2.4000,"2,400.00","2,400.00",0.00,280,300,9/9/2021,12/1/2021,,,DUE UPON RECEIPT (DEFAULT),12/1/2021
2021,December,VELO (OVERSEAS TECHNOLOGY LIMITED),97101,         522,00502,130000,OP,2.000,,20-306-21-00-20,Grip - Niner Lock On Trail Gri - p w/ Alloy Clamp - Half Flange,300,300,0,5.7700,"1,731.00","1,731.00",0.00,280,300,9/9/2021,12/1/2021,,,DUE UPON RECEIPT (DEFAULT),12/1/2021
2021,December,VELO (OVERSEAS TECHNOLOGY LIMITED),97101,         522,00502,130000,OP,3.000,,20-603-18-00-20,BAR TAPE - NINER 2018 EMBOSSED - LOGO - BLACK,800,800,0,6.5500,"5,240.00","5,240.00",0.00,280,300,9/9/2021,12/1/2021,,,DUE UPON RECEIPT (DEFAULT),12/1/2021
2021,December,VELO (OVERSEAS TECHNOLOGY LIMITED),97101,         522,00502,130000,OP,4.000,,23-500-18-00-00,NINER 2018 FRONT RANGER MUDGUA - RD,800,800,0,1.3000,"1,040.00","1,040.00",0.00,280,300,9/9/2021,12/1/2021,,,DUE UPON RECEIPT (DEFAULT),12/1/2021
2021,December,VELO (OVERSEAS TECHNOLOGY LIMITED),97101,         522,00502,130000,OP,5.000,,20-304-21-00-20,GRIP - NINER LOCK ON W/ ALLOY - CLAMP - SOFT COMPOUND - BLACK,300,300,0,5.9800,"1,794.00","1,794.00",0.00,280,300,9/9/2021,12/1/2021,,,DUE UPON RECEIPT (DEFAULT),12/1/2021
2022,January,VELO (OVERSEAS TECHNOLOGY LIMITED),97102,         522,00502,130000,OP,1.000,,20-303-21-00-20,Grip - Niner Lock On w/ Plasti - c Clamp - Soft Compound - Blac,1000,1000,0,2.4000,"2,400.00","2,400.00",0.00,281,300,9/9/2021,1/5/2022,,,DUE UPON RECEIPT (DEFAULT),1/5/2022
2022,January,VELO (OVERSEAS TECHNOLOGY LIMITED),97102,         522,00502,130000,OP,2.000,,20-306-21-00-20,Grip - Niner Lock On Trail Gri - p w/ Alloy Clamp - Half Flange,300,300,0,5.7700,"1,731.00","1,731.00",0.00,281,300,9/9/2021,1/5/2022,,,DUE UPON RECEIPT (DEFAULT),1/5/2022
2022,January,VELO (OVERSEAS TECHNOLOGY LIMITED),97102,         522,00502,130000,OP,3.000,,20-603-18-00-20,BAR TAPE - NINER 2018 EMBOSSED - LOGO - BLACK,800,800,0,6.5500,"5,240.00","5,240.00",0.00,281,300,9/9/2021,1/5/2022,,,DUE UPON RECEIPT (DEFAULT),1/5/2022
2022,January,VELO (OVERSEAS TECHNOLOGY LIMITED),97102,         522,00502,130000,OP,4.000,,23-500-18-00-00,NINER 2018 FRONT RANGER MUDGUA - RD,800,800,0,1.3000,"1,040.00","1,040.00",0.00,281,300,9/9/2021,1/5/2022,,,DUE UPON RECEIPT (DEFAULT),1/5/2022
